6678 75384
488 2669 -4.442651256490317
488 3107 -4.442651256490317
488 3266 -4.442651256490317
488 3767 -4.442651256490317
488 3841 -4.442651256490317
488 4234 -4.442651256490317
489 2 -3.405947984420753
489 3 -5.351858133476067
489 8 -1.567668499557805
489 11 -4.253245844807957
489 12 -2.307335695752644
489 19 -5.351858133476067
489 22 -2.786908776014530
489 24 -5.351858133476067
489 29 -5.351858133476067
489 32 -5.351858133476067
489 34 -5.351858133476067
489 37 -5.351858133476067
489 42 -5.351858133476067
489 44 -3.965563772356176
489 47 -4.253245844807957
489 49 -3.049273040482021
489 51 -3.742420221041966
489 67 -4.658710952916121
489 69 -3.965563772356176
489 73 -5.351858133476067
489 76 -5.351858133476067
489 79 -4.253245844807957
489 86 -5.351858133476067
489 90 -5.351858133476067
489 92 -4.253245844807957
489 95 -5.351858133476067
489 101 -4.658710952916121
489 102 -4.658710952916121
489 110 -4.658710952916121
489 113 -5.351858133476067
489 122 -4.658710952916121
489 123 -5.351858133476067
489 129 -5.351858133476067
489 133 -5.351858133476067
489 141 -5.351858133476067
489 142 -5.351858133476067
489 154 -4.658710952916121
489 171 -4.253245844807957
489 218 -4.658710952916121
489 233 -5.351858133476067
489 305 -5.351858133476067
489 355 -5.351858133476067
489 367 -5.351858133476067
489 373 -5.351858133476067
489 381 -5.351858133476067
489 416 -5.351858133476067
489 422 -5.351858133476067
489 449 -5.351858133476067
489 543 -5.351858133476067
489 577 -4.658710952916121
489 588 -5.351858133476067
489 639 -5.351858133476067
489 679 -5.351858133476067
489 824 -5.351858133476067
489 829 -5.351858133476067
489 847 -5.351858133476067
489 873 -5.351858133476067
489 875 -5.351858133476067
489 944 -5.351858133476067
489 1045 -3.965563772356176
489 1079 -5.351858133476067
489 1080 -4.253245844807957
489 1142 -5.351858133476067
489 1293 -5.351858133476067
489 1313 -5.351858133476067
489 1372 -5.351858133476067
489 1373 -5.351858133476067
489 1413 -5.351858133476067
489 1541 -5.351858133476067
489 1587 -5.351858133476067
489 1621 -5.351858133476067
489 1680 -5.351858133476067
489 1698 -5.351858133476067
489 1720 -5.351858133476067
489 1906 -5.351858133476067
489 2105 -5.351858133476067
489 2195 -5.351858133476067
489 2328 -5.351858133476067
489 2639 -5.351858133476067
489 2738 -5.351858133476067
489 3031 -5.351858133476067
489 3554 -5.351858133476067
489 3820 -5.351858133476067
489 3917 -5.351858133476067
489 4020 -5.351858133476067
489 4093 -5.351858133476067
489 5003 -5.351858133476067
489 6386 -5.351858133476067
490 8 -1.049822124498678
490 12 -2.995732273553991
490 44 -2.302585092994045
490 56 -2.995732273553991
490 72 -2.995732273553991
490 103 -2.995732273553991
490 113 -2.995732273553991
490 489 -1.609437912434100
490 524 -2.995732273553991
490 3489 -2.995732273553991
491 12 0.000000000000000
492 493 0.000000000000000
493 2 -3.761200115693562
493 8 -1.815289966638249
493 12 -1.563975538357343
493 22 -2.662587827025453
493 29 -3.761200115693562
493 44 -3.068052935133617
493 47 -3.761200115693562
493 51 -3.761200115693562
493 56 -3.068052935133617
493 67 -3.761200115693562
493 79 -3.761200115693562
493 117 -3.761200115693562
493 141 -3.761200115693562
493 171 -3.761200115693562
493 237 -3.761200115693562
493 368 -3.761200115693562
493 370 -3.761200115693562
493 587 -3.761200115693562
493 850 -3.761200115693562
493 1400 -2.662587827025453
493 1401 -3.761200115693562
493 4117 -3.761200115693562
493 5252 -3.761200115693562
494 8 -2.197224577336220
494 12 -2.197224577336220
494 22 -2.197224577336220
494 42 -1.504077396776274
494 69 -2.197224577336220
494 73 -1.504077396776274
494 350 -2.197224577336220
495 2 -2.995732273553991
495 10 -2.995732273553991
495 11 -2.995732273553991
495 22 -2.995732273553991
495 26 -2.995732273553991
495 37 -2.995732273553991
495 56 -2.995732273553991
495 69 -2.995732273553991
495 86 -1.897119984885881
495 117 -2.995732273553991
495 160 -2.995732273553991
495 209 -2.995732273553991
495 287 -2.302585092994045
495 455 -2.995732273553991
495 489 -2.995732273553991
495 1980 -2.995732273553991
495 2698 -2.995732273553991
496 113 -1.791759469228055
496 368 -0.405465108108164
496 2689 -1.791759469228055
497 10 -1.386294361119891
497 30 -1.386294361119891
497 42 -1.386294361119891
497 160 -1.386294361119891
498 206 0.000000000000000
499 8 0.000000000000000
500 34 -0.693147180559945
500 40 -0.693147180559945
501 10 -0.693147180559945
501 92 -0.693147180559945
502 8 0.000000000000000
503 8 -1.609437912434100
503 79 -2.302585092994045
503 392 -2.302585092994045
503 650 -2.302585092994045
503 1701 -2.302585092994045
503 2438 -2.302585092994045
503 4293 -1.609437912434100
503 4418 -2.302585092994045
504 10 -0.693147180559945
504 455 -0.693147180559945
505 79 -0.693147180559945
505 506 -0.693147180559945
506 12 0.000000000000000
507 34 -0.693147180559945
507 324 -0.693147180559945
508 10 -1.791759469228055
508 17 -2.197224577336220
508 33 -2.890371757896165
508 34 -2.890371757896165
508 86 -2.890371757896165
508 103 -1.504077396776274
508 141 -2.890371757896165
508 154 -2.890371757896165
508 160 -2.890371757896165
508 349 -2.890371757896165
508 370 -2.197224577336220
509 2 -1.252762968495368
509 8 -1.945910149055313
509 22 -1.945910149055313
509 42 -1.945910149055313
509 59 -1.945910149055313
509 247 -1.945910149055313
510 511 0.000000000000000
511 2 -2.268683541318364
511 8 -2.268683541318364
511 12 -1.981001468866583
511 22 -2.674148649426529
511 26 -3.367295829986474
511 37 -3.367295829986474
511 44 -2.674148649426529
511 47 -3.367295829986474
511 51 -3.367295829986474
511 54 -3.367295829986474
511 79 -3.367295829986474
511 110 -3.367295829986474
511 216 -3.367295829986474
511 257 -3.367295829986474
511 270 -3.367295829986474
511 346 -3.367295829986474
511 707 -3.367295829986474
511 2122 -3.367295829986474
511 2974 -3.367295829986474
511 4770 -3.367295829986474
512 8 0.000000000000000
513 8 -0.510825623765991
513 69 -1.609437912434100
513 84 -1.609437912434100
514 8 0.000000000000000
515 2 -2.197224577336220
515 4 -2.890371757896165
515 8 -2.197224577336220
515 12 -1.280933845462064
515 42 -2.890371757896165
515 44 -2.197224577336220
515 318 -2.890371757896165
515 370 -2.890371757896165
515 516 -2.890371757896165
515 805 -2.890371757896165
515 6458 -2.890371757896165
516 8 -0.693147180559945
516 141 -0.693147180559945
517 12 -1.609437912434100
517 42 -1.609437912434100
517 60 -1.609437912434100
517 84 -1.609437912434100
517 229 -1.609437912434100
518 8 -0.693147180559945
518 368 -0.693147180559945
519 8 -0.693147180559945
519 520 -0.693147180559945
520 8 0.000000000000000
521 8 -1.791759469228055
521 79 -1.791759469228055
521 259 -1.791759469228055
521 576 -1.791759469228055
521 965 -1.791759469228055
521 3130 -1.791759469228055
522 523 0.000000000000000
523 8 -0.405465108108164
523 16 -1.098612288668110
524 8 -2.397895272798371
524 12 -1.704748092238425
524 22 -3.784189633918261
524 44 -2.685577345250151
524 69 -3.784189633918261
524 364 -3.784189633918261
524 525 -3.784189633918261
524 573 -3.784189633918261
524 591 -3.784189633918261
524 653 -3.784189633918261
524 728 -3.784189633918261
524 877 -2.397895272798371
524 944 -3.784189633918261
524 1147 -2.174751721484161
524 1202 -3.784189633918261
524 1265 -2.685577345250151
524 1296 -3.784189633918261
524 1483 -3.091042453358316
524 2240 -3.091042453358316
524 4430 -3.784189633918261
524 6520 -3.784189633918261
525 8 -1.791759469228055
525 13 -1.791759469228055
525 29 -1.791759469228055
525 89 -1.791759469228055
525 92 -1.791759469228055
525 229 -1.791759469228055
526 2 -2.197224577336220
526 12 -2.197224577336220
526 42 -2.197224577336220
526 47 -2.197224577336220
526 69 -1.504077396776274
526 92 -2.197224577336220
526 527 -2.197224577336220
526 696 -2.197224577336220
527 324 0.000000000000000
528 2 -1.098612288668110
528 8 -1.098612288668110
528 12 -1.504077396776274
528 62 -2.197224577336220
529 67 -0.405465108108164
529 368 -1.098612288668110
530 8 -0.693147180559945
530 42 -0.693147180559945
531 8 -1.098612288668110
531 12 -1.504077396776274
531 42 -2.197224577336220
531 44 -2.197224577336220
531 47 -2.197224577336220
531 235 -2.197224577336220
532 8 -2.944438979166441
532 56 -2.251291798606495
532 73 -2.944438979166441
532 110 -2.944438979166441
532 154 -2.251291798606495
532 331 -2.944438979166441
532 350 -2.944438979166441
532 476 -2.944438979166441
532 533 -2.944438979166441
532 631 -2.944438979166441
532 1076 -2.944438979166441
532 1143 -2.944438979166441
532 1374 -2.944438979166441
532 1599 -2.944438979166441
532 2814 -2.944438979166441
532 3179 -2.944438979166441
532 5197 -2.944438979166441
533 51 -0.693147180559945
533 534 -0.693147180559945
534 3 -0.693147180559945
534 218 -0.693147180559945
535 47 -1.791759469228055
535 49 -1.791759469228055
535 452 -1.098612288668110
535 5886 -1.791759469228055
535 5967 -1.791759469228055
536 8 -0.693147180559945
536 49 -0.693147180559945
537 2 -1.791759469228055
537 8 -0.405465108108164
537 244 -1.791759469228055
538 2 -2.197224577336220
538 8 -1.098612288668110
538 12 -2.197224577336220
538 33 -2.197224577336220
538 49 -2.197224577336220
538 69 -2.197224577336220
538 3276 -2.197224577336220
539 6 -1.791759469228055
539 117 -1.791759469228055
539 339 -1.791759469228055
539 488 -1.098612288668110
539 4041 -1.791759469228055
540 8 -0.693147180559945
540 171 -0.693147180559945
541 4 -3.332204510175204
541 10 -3.332204510175204
541 17 -2.639057329615259
541 30 -3.332204510175204
541 34 -3.332204510175204
541 49 -3.332204510175204
541 51 -2.233592221507094
541 56 -2.639057329615259
541 103 -2.639057329615259
541 132 -2.233592221507094
541 218 -2.233592221507094
541 235 -3.332204510175204
541 237 -3.332204510175204
541 311 -3.332204510175204
541 350 -3.332204510175204
541 367 -3.332204510175204
541 370 -3.332204510175204
541 488 -3.332204510175204
541 791 -3.332204510175204
542 252 -1.791759469228055
542 543 -1.791759469228055
542 727 -1.791759469228055
542 1265 -1.791759469228055
542 1385 -1.791759469228055
542 5634 -1.791759469228055
543 8 -1.945910149055313
543 28 -1.945910149055313
543 51 -1.945910149055313
543 62 -1.945910149055313
543 69 -1.945910149055313
543 79 -1.945910149055313
543 4265 -1.945910149055313
544 8 -0.693147180559945
544 42 -0.693147180559945
545 4 -2.639057329615259
545 8 -2.639057329615259
545 12 -1.945910149055313
545 24 -2.639057329615259
545 33 -1.945910149055313
545 44 -2.639057329615259
545 64 -2.639057329615259
545 72 -2.639057329615259
545 110 -2.639057329615259
545 290 -2.639057329615259
545 346 -2.639057329615259
545 546 -2.639057329615259
546 47 -0.693147180559945
546 2950 -0.693147180559945
547 4 -3.850147601710058
547 5 -3.850147601710058
547 8 -1.285198244248522
547 9 -3.850147601710058
547 27 -3.850147601710058
547 37 -2.751535313041949
547 40 -3.157000421150113
547 44 -3.850147601710058
547 119 -3.850147601710058
547 122 -3.850147601710058
547 136 -3.850147601710058
547 154 -3.850147601710058
547 159 -3.850147601710058
547 172 -3.850147601710058
547 181 -3.850147601710058
547 200 -3.157000421150113
547 201 -3.850147601710058
547 344 -3.850147601710058
547 368 -3.850147601710058
547 370 -3.850147601710058
547 462 -3.850147601710058
547 672 -3.850147601710058
547 711 -3.850147601710058
547 888 -3.850147601710058
547 1178 -3.850147601710058
547 1984 -3.850147601710058
547 2051 -3.850147601710058
547 2414 -3.850147601710058
547 2592 -3.850147601710058
547 2804 -3.850147601710058
547 4350 -3.850147601710058
548 3 -2.397895272798371
548 8 -2.397895272798371
548 12 -2.397895272798371
548 37 -2.397895272798371
548 44 -2.397895272798371
548 49 -1.704748092238425
548 79 -2.397895272798371
548 89 -2.397895272798371
548 171 -2.397895272798371
548 381 -2.397895272798371
549 8 -1.563975538357343
549 12 -1.815289966638249
549 22 -3.068052935133617
549 33 -3.761200115693562
549 40 -3.761200115693562
549 42 -3.068052935133617
549 47 -3.068052935133617
549 49 -3.761200115693562
549 62 -3.068052935133617
549 69 -3.761200115693562
549 72 -3.761200115693562
549 79 -3.761200115693562
549 96 -3.761200115693562
549 119 -3.761200115693562
549 124 -3.761200115693562
549 138 -3.761200115693562
549 142 -3.761200115693562
549 209 -3.761200115693562
549 270 -3.761200115693562
549 1470 -3.761200115693562
549 2425 -3.761200115693562
549 3185 -3.761200115693562
549 3489 -3.761200115693562
549 4137 -3.761200115693562
549 5508 -3.761200115693562
550 141 -1.098612288668110
550 160 -1.098612288668110
550 318 -1.098612288668110
551 8 -1.163150809805681
551 12 -2.079441541679836
551 47 -2.772588722239781
551 62 -2.772588722239781
551 72 -2.079441541679836
551 84 -2.772588722239781
551 791 -2.772588722239781
551 820 -2.772588722239781
551 1420 -2.772588722239781
551 4302 -2.772588722239781
552 2 -1.098612288668110
552 12 -1.098612288668110
552 29 -1.098612288668110
553 42 0.000000000000000
554 2 -3.784189633918261
554 21 -3.091042453358316
554 79 -3.091042453358316
554 312 -3.784189633918261
554 356 -3.784189633918261
554 392 -3.784189633918261
554 555 -3.784189633918261
554 591 -3.784189633918261
554 679 -3.784189633918261
554 721 -3.784189633918261
554 768 -3.784189633918261
554 794 -3.784189633918261
554 902 -3.784189633918261
554 947 -2.397895272798371
554 1252 -3.784189633918261
554 1282 -3.784189633918261
554 1283 -3.784189633918261
554 1308 -3.091042453358316
554 1495 -3.784189633918261
554 1530 -3.091042453358316
554 1674 -2.685577345250151
554 1715 -2.397895272798371
554 1852 -3.784189633918261
554 1990 -3.784189633918261
554 2256 -3.091042453358316
554 2544 -3.784189633918261
554 2933 -3.784189633918261
554 3211 -3.784189633918261
554 3265 -3.784189633918261
554 3636 -3.784189633918261
554 5540 -3.784189633918261
555 8 0.000000000000000
556 8 0.000000000000000
557 8 -0.693147180559945
557 558 -0.693147180559945
558 44 0.000000000000000
559 2 -2.803360380906535
559 3 -4.189654742026425
559 8 -2.243744592971112
559 12 -3.496507561466480
559 22 -3.496507561466480
559 37 -3.496507561466480
559 40 -4.189654742026425
559 42 -2.580216829592325
559 44 -2.580216829592325
559 45 -4.189654742026425
559 47 -4.189654742026425
559 49 -1.992430164690206
559 56 -3.496507561466480
559 62 -4.189654742026425
559 69 -3.496507561466480
559 79 -4.189654742026425
559 84 -4.189654742026425
559 98 -4.189654742026425
559 101 -4.189654742026425
559 103 -3.091042453358316
559 110 -3.496507561466480
559 127 -4.189654742026425
559 222 -4.189654742026425
559 237 -4.189654742026425
559 300 -4.189654742026425
559 346 -4.189654742026425
559 368 -4.189654742026425
559 379 -4.189654742026425
559 583 -4.189654742026425
559 751 -4.189654742026425
559 837 -4.189654742026425
559 918 -4.189654742026425
559 1126 -4.189654742026425
560 8 -0.916290731874155
560 22 -1.609437912434100
560 176 -1.609437912434100
560 658 -1.609437912434100
561 79 0.000000000000000
562 42 -1.098612288668110
562 51 -1.098612288668110
562 273 -1.098612288668110
563 8 -0.693147180559945
563 12 -0.693147180559945
564 2 -0.212174519943636
564 8 -3.526360524616162
564 12 -3.120895416507997
564 38 -4.219507705176107
564 44 -4.219507705176107
564 51 -4.219507705176107
564 69 -3.526360524616162
564 290 -4.219507705176107
564 325 -4.219507705176107
564 331 -4.219507705176107
565 566 0.000000000000000
566 28 -1.386294361119891
566 42 -1.386294361119891
566 47 -1.386294361119891
566 251 -1.386294361119891
567 2 -1.098612288668110
567 22 -1.791759469228055
567 37 -1.791759469228055
567 339 -1.791759469228055
567 940 -1.791759469228055
568 2 -1.098612288668110
568 42 -1.098612288668110
568 569 -1.098612288668110
569 44 0.000000000000000
570 40 -0.980829253011726
570 99 -2.079441541679836
570 126 -2.079441541679836
570 2419 -2.079441541679836
570 3593 -2.079441541679836
570 4428 -2.079441541679836
571 12 -1.609437912434100
571 42 -1.609437912434100
571 69 -0.916290731874155
571 124 -1.609437912434100
572 2 -0.606135803570316
572 8 -2.397895272798371
572 44 -1.704748092238425
572 79 -2.397895272798371
572 1388 -2.397895272798371
573 8 -2.708050201102210
573 33 -3.113515309210374
573 42 -3.806662489770320
573 56 -3.113515309210374
573 79 -3.806662489770320
573 86 -3.113515309210374
573 90 -3.806662489770320
573 95 -3.806662489770320
573 102 -3.806662489770320
573 113 -2.708050201102210
573 117 -3.806662489770320
573 123 -3.806662489770320
573 220 -3.806662489770320
573 242 -3.806662489770320
573 349 -3.806662489770320
573 427 -3.806662489770320
573 628 -3.806662489770320
573 639 -2.708050201102210
573 655 -3.806662489770320
573 733 -3.806662489770320
573 822 -3.806662489770320
573 1036 -3.806662489770320
573 1157 -3.806662489770320
573 1203 -3.806662489770320
573 1550 -3.806662489770320
573 1612 -3.806662489770320
573 1695 -3.806662489770320
573 1726 -3.806662489770320
573 1790 -3.806662489770320
